timestamp_s,hand_id,collider_name,contact_x,contact_y,contact_z,normal_x,normal_y,normal_z,force_N,material
0.0000,Left Controller,none,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.000,none
0.0029,Left Controller,none,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.000,none
0.0878,Left Controller,Right Controller,0.4697,0.3000,0.4218,-0.9980,0.0000,-0.0631,426.663,unknown
0.0886,Left Controller,Right Controller,0.4000,0.1500,0.6000,-1.0000,0.0000,0.0000,705.403,unknown
0.0891,Left Controller,Cube,-0.1358,0.2982,1.0878,0.0178,-0.1046,-0.9944,664.696,rubber
0.0897,Left Controller,Cube,-0.1502,0.3488,1.1531,-0.0136,0.0023,-0.9999,0.000,rubber
0.0906,Left Controller,Right Controller,0.2925,0.4500,0.6643,-0.9998,0.0000,0.0202,95.799,unknown
0.0913,Left Controller,Right Controller,0.2418,0.4900,0.6788,-0.9993,0.0000,0.0361,0.000,unknown
0.0918,Left Controller,Right Controller,0.1737,0.4991,0.6878,-0.9981,-0.0023,0.0612,0.000,unknown
0.0923,Left Controller,Right Controller,0.1032,0.5026,0.7001,-0.9970,-0.0021,0.0770,0.000,unknown
0.0929,Left Controller,Right Controller,0.0332,0.5056,0.7145,-0.9960,-0.0016,0.0893,0.000,unknown
0.1077,Left Controller,Right Controller,-0.0366,0.5076,0.7302,-0.9951,-0.0011,0.0993,0.000,unknown
0.1085,Left Controller,Right Controller,0.4000,0.1500,0.6000,-1.0000,0.0000,0.0000,320.239,unknown
0.1152,Left Controller,XR Origin (XR Rig),-0.0348,0.3806,0.1572,-0.2089,-0.2611,0.9424,1110.537,unknown
0.1280,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1629.105,unknown
0.1393,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1662.399,unknown
0.1480,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.092,unknown
0.1578,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1634.717,unknown
0.1643,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1678.849,unknown
0.1757,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1666.776,unknown
0.1889,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1659.367,unknown
0.1966,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1655.655,unknown
0.2031,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1647.916,unknown
0.2153,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1636.588,unknown
0.2269,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1627.441,unknown
0.2334,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1620.814,unknown
0.2452,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1616.318,unknown
0.2542,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1613.013,unknown
0.2653,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1610.503,unknown
0.2777,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1608.665,unknown
0.2841,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1607.287,unknown
0.2958,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1606.255,unknown
0.3069,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1605.487,unknown
0.3178,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1604.919,unknown
0.3250,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1604.498,unknown
0.3363,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1604.186,unknown
0.3431,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.957,unknown
0.3569,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.790,unknown
0.3640,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.672,unknown
0.3761,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.589,unknown
0.3866,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.533,unknown
0.3957,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.497,unknown
0.4045,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.476,unknown
0.4130,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.466,unknown
0.4284,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.463,unknown
0.4343,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.467,unknown
0.4467,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.473,unknown
0.4555,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.481,unknown
0.4657,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.492,unknown
0.4751,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.502,unknown
0.4851,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.513,unknown
0.4955,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.524,unknown
0.5042,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.534,unknown
0.5138,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.543,unknown
0.5264,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.552,unknown
0.5348,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.561,unknown
0.5443,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.568,unknown
0.5563,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.575,unknown
0.5646,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.581,unknown
0.5733,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.586,unknown
0.5866,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.591,unknown
0.5955,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.595,unknown
0.6036,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.599,unknown
0.6151,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.602,unknown
0.6233,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.605,unknown
0.6329,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.608,unknown
0.6463,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.610,unknown
0.6571,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.612,unknown
0.6641,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.614,unknown
0.6769,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.615,unknown
0.6933,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.616,unknown
0.6940,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.617,unknown
0.7039,Left Controller,XR Origin (XR Rig),-0.0286,0.3807,0.1578,-0.1722,-0.2614,0.9497,958.040,unknown
0.7172,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1500.689,unknown
0.7238,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1652.292,unknown
0.7346,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1619.412,unknown
0.7470,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1602.201,unknown
0.7533,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1599.453,unknown
0.7680,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1602.239,unknown
0.7760,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1604.098,unknown
0.7881,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1604.412,unknown
0.7940,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1604.172,unknown
0.8062,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.962,unknown
0.8171,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.889,unknown
0.8282,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.883,unknown
0.8340,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.882,unknown
0.8448,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.867,unknown
0.8566,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.844,unknown
0.8635,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.819,unknown
0.8769,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.797,unknown
0.8840,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.778,unknown
0.8962,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.761,unknown
0.9042,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.745,unknown
0.9160,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.730,unknown
0.9285,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.717,unknown
0.9360,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.705,unknown
0.9475,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.695,unknown
0.9575,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.685,unknown
0.9641,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.677,unknown
0.9791,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.670,unknown
0.9865,Left Controller,XR Origin (XR Rig),-0.0251,0.3554,0.1504,-0.1499,-0.4109,0.8993,1603.664,unknown
0.9968,Left Controller,XR Origin (XR Rig),-0.0253,0.3534,0.1568,-0.1453,-0.4068,0.9019,1510.804,unknown
1.0084,Left Controller,XR Origin (XR Rig),-0.0262,0.3499,0.1680,-0.1411,-0.3999,0.9056,1289.016,unknown
1.0150,Left Controller,XR Origin (XR Rig),-0.0271,0.3472,0.1774,-0.1390,-0.3943,0.9084,1138.085,unknown
1.0265,Left Controller,XR Origin (XR Rig),-0.0276,0.3457,0.1825,-0.1378,-0.3913,0.9099,1093.956,unknown
1.0387,Left Controller,XR Origin (XR Rig),-0.0287,0.3425,0.1937,-0.1354,-0.3849,0.9130,794.437,unknown
1.0438,Left Controller,XR Origin (XR Rig),-0.0297,0.3397,0.2039,-0.1333,-0.3794,0.9156,472.739,unknown
1.0539,Left Controller,XR Origin (XR Rig),-0.0302,0.3382,0.2092,-0.1322,-0.3765,0.9169,328.079,unknown
1.0672,Left Controller,XR Origin (XR Rig),-0.0310,0.3359,0.2183,-0.1304,-0.3717,0.9191,199.592,unknown
1.0789,Left Controller,Right Controller,0.4040,0.1500,0.6850,-0.9999,0.0000,0.0105,0.000,unknown
1.0849,Left Controller,Right Controller,0.4041,0.1500,0.6962,-0.9999,0.0000,0.0105,0.000,unknown
1.0962,Left Controller,Right Controller,0.4031,0.1500,0.7041,-1.0000,0.0000,0.0070,0.000,unknown
1.1067,Left Controller,Right Controller,0.4032,0.1500,0.7162,-1.0000,0.0000,0.0070,0.000,unknown
1.1141,Left Controller,Right Controller,0.4022,0.1500,0.7277,-1.0000,0.0000,0.0035,0.000,unknown
1.1254,Left Controller,Right Controller,0.4012,0.1500,0.7347,-1.0000,0.0000,0.0000,0.000,unknown
1.1362,Left Controller,Right Controller,0.4001,0.1500,0.7500,-1.0000,0.0000,-0.0035,0.000,unknown
1.1489,Left Controller,Right Controller,0.3969,0.1500,0.7654,-0.9999,0.0000,-0.0140,0.000,unknown
1.1552,Left Controller,Right Controller,0.3946,0.1500,0.7786,-0.9998,0.0000,-0.0209,0.000,unknown
1.1634,Left Controller,Right Controller,0.3912,0.1500,0.7894,-0.9995,0.0000,-0.0314,0.000,unknown
1.1763,Left Controller,Right Controller,0.3877,0.1500,0.7996,-0.9991,0.0000,-0.0419,0.000,unknown
1.1836,Left Controller,Right Controller,0.3780,0.1500,0.8252,-0.9976,0.0000,-0.0698,0.000,unknown
1.1975,Left Controller,Right Controller,0.3741,0.1500,0.8353,-0.9968,0.0000,-0.0802,0.000,unknown
1.2050,Left Controller,Right Controller,0.3683,0.1500,0.8542,-0.9956,0.0000,-0.0941,0.000,unknown
1.2172,Left Controller,Right Controller,0.3652,0.1500,0.8642,-0.9949,0.0000,-0.1011,0.000,unknown
1.2312,Left Controller,Right Controller,0.3626,0.1500,0.8801,-0.9945,0.0000,-0.1045,0.000,unknown
1.2393,Left Controller,Right Controller,0.3615,0.1500,0.8903,-0.9945,0.0000,-0.1045,0.000,unknown
1.2455,Left Controller,Right Controller,0.3615,0.1500,0.8903,-0.9945,0.0000,-0.1045,0.000,unknown
1.2549,Left Controller,Right Controller,0.3615,0.1500,0.8903,-0.9945,0.0000,-0.1045,0.000,unknown
1.2644,Left Controller,Right Controller,0.3627,0.1500,0.8890,-0.9949,0.0000,-0.1011,0.000,unknown
1.2779,Left Controller,Right Controller,0.3639,0.1500,0.8877,-0.9952,0.0000,-0.0976,0.000,unknown
1.2837,Left Controller,Right Controller,0.3650,0.1500,0.8864,-0.9956,0.0000,-0.0941,0.000,unknown
1.2946,Left Controller,Right Controller,0.3650,0.1500,0.8864,-0.9956,0.0000,-0.0941,0.000,unknown
1.3038,Left Controller,Right Controller,0.3650,0.1500,0.8864,-0.9956,0.0000,-0.0941,0.000,unknown
1.3139,Left Controller,Right Controller,0.3756,0.1500,0.8874,-0.9956,0.0000,-0.0941,0.000,unknown
1.3230,Left Controller,Right Controller,0.3838,0.1500,0.8882,-0.9956,0.0000,-0.0941,0.000,unknown
1.3379,Left Controller,Right Controller,0.3940,0.1500,0.8891,-0.9956,0.0000,-0.0941,0.000,unknown
1.3437,Left Controller,Right Controller,0.4078,0.1500,0.8904,-0.9956,0.0000,-0.0941,0.000,unknown
1.3544,Left Controller,Right Controller,0.4132,0.1500,0.8910,-0.9956,0.0000,-0.0941,0.000,unknown
1.3647,Left Controller,Right Controller,0.4236,0.1500,0.8934,-0.9952,0.0000,-0.0976,0.000,unknown
1.3739,Left Controller,Right Controller,0.4342,0.1500,0.8944,-0.9952,0.0000,-0.0976,0.000,unknown
1.3843,Left Controller,Right Controller,0.4464,0.1500,0.8928,-0.9959,0.0000,-0.0906,0.000,unknown
1.3952,Left Controller,Right Controller,0.4676,0.1500,0.8804,-0.9984,0.0000,-0.0558,0.000,unknown
1.4083,Left Controller,Right Controller,0.4971,0.1500,0.8562,-1.0000,0.0000,0.0070,7.995,unknown
1.4151,Left Controller,Right Controller,0.5265,0.1500,0.8301,-0.9976,0.0000,0.0698,22.354,unknown
1.4268,Left Controller,Right Controller,0.5435,0.1500,0.8133,-0.9942,0.0000,0.1080,19.103,unknown
1.4348,Left Controller,Right Controller,0.5762,0.1500,0.7748,-0.9816,0.0000,0.1908,31.383,unknown
1.4477,Left Controller,Right Controller,0.5897,0.1500,0.7563,-0.9736,0.0000,0.2284,23.195,unknown
1.4540,Left Controller,Right Controller,0.6166,0.1500,0.7173,-0.9532,0.0000,0.3024,32.326,unknown
1.4668,Left Controller,Right Controller,0.6299,0.1500,0.6967,-0.9409,0.0000,0.3387,24.795,unknown
1.4732,Left Controller,Right Controller,0.6474,0.1500,0.6737,-0.9272,0.0000,0.3746,21.530,unknown
1.4838,Left Controller,Right Controller,0.6538,0.1500,0.6681,-0.9245,0.0000,0.3811,10.878,unknown
1.4977,Left Controller,Right Controller,0.6653,0.1500,0.6618,-0.9232,0.0000,0.3843,5.630,unknown
1.5033,Left Controller,Right Controller,0.6782,0.1500,0.6565,-0.9232,0.0000,0.3843,2.443,unknown
1.5179,Left Controller,Right Controller,0.6828,0.1500,0.6545,-0.9232,0.0000,0.3843,1.104,unknown
1.5235,Left Controller,Right Controller,0.6980,0.1500,0.6421,-0.9178,0.0000,0.3971,4.135,unknown
1.5333,Left Controller,Right Controller,0.7043,0.1500,0.6348,-0.9135,0.0000,0.4067,4.844,unknown
1.5454,Left Controller,Right Controller,0.7181,0.1500,0.6131,-0.8988,0.0000,0.4384,12.739,unknown
1.5551,Left Controller,Right Controller,0.7303,0.1500,0.5881,-0.8796,0.0000,0.4756,16.892,unknown
1.5650,Left Controller,Right Controller,0.7447,0.1500,0.5508,-0.8480,0.0000,0.5299,23.975,unknown
1.5747,Left Controller,Right Controller,0.7539,0.1500,0.5249,-0.8251,0.0000,0.5650,20.542,unknown
1.5842,Left Controller,Right Controller,0.7627,0.1500,0.4964,-0.7986,0.0000,0.6018,20.277,unknown
1.5958,Left Controller,Right Controller,0.7696,0.1500,0.4752,-0.7793,0.0000,0.6266,16.520,unknown
1.6076,Left Controller,Right Controller,0.7767,0.1500,0.4531,-0.7593,0.0000,0.6508,15.812,unknown
1.6136,Left Controller,Right Controller,0.7849,0.1500,0.4291,-0.7385,0.0000,0.6743,15.545,unknown
1.6239,Left Controller,Right Controller,0.7880,0.1500,0.4187,-0.7290,0.0000,0.6845,10.745,unknown
1.6341,Left Controller,Right Controller,0.7942,0.1500,0.3953,-0.7071,0.0000,0.7071,14.672,unknown
1.6472,Left Controller,Right Controller,0.7972,0.1500,0.3599,-0.6665,0.0000,0.7455,22.880,unknown
1.6536,Left Controller,Right Controller,0.7981,0.1500,0.3244,-0.6239,0.0000,0.7815,25.316,unknown
1.6637,Left Controller,Right Controller,0.7992,0.1500,0.3095,-0.6074,0.0000,0.7944,15.477,unknown
1.6742,Left Controller,Right Controller,0.8007,0.1500,0.2817,-0.5764,0.0000,0.8171,18.486,unknown
1.6857,Left Controller,Right Controller,0.8040,0.1500,0.2646,-0.5621,0.0000,0.8271,12.443,unknown
1.6958,Left Controller,Right Controller,0.8094,0.1500,0.2518,-0.5563,0.0000,0.8310,7.739,unknown
1.7044,Left Controller,Right Controller,0.8146,0.1500,0.2439,-0.5563,0.0000,0.8310,4.338,unknown
1.7141,Left Controller,Right Controller,0.8198,0.1500,0.2336,-0.5534,0.0000,0.8329,4.939,unknown
1.7237,Left Controller,Right Controller,0.8246,0.1500,0.2265,-0.5534,0.0000,0.8329,5.480,unknown
1.7345,Left Controller,Right Controller,0.8272,0.1500,0.2097,-0.5388,0.0000,0.8425,10.919,unknown
1.7449,Left Controller,Right Controller,0.8285,0.1500,0.1893,-0.5180,0.0000,0.8554,13.516,unknown
1.7548,Left Controller,Right Controller,0.8300,0.1500,0.1732,-0.5030,0.0000,0.8643,11.652,unknown
1.7652,Left Controller,Right Controller,0.8318,0.1500,0.1561,-0.4879,0.0000,0.8729,11.486,unknown
1.7746,Left Controller,Right Controller,0.8347,0.1500,0.1450,-0.4818,0.0000,0.8763,8.283,unknown
1.7830,Left Controller,Right Controller,0.8399,0.1500,0.1357,-0.4818,0.0000,0.8763,5.896,unknown
1.7947,Left Controller,Right Controller,0.8443,0.1500,0.1276,-0.4818,0.0000,0.8763,5.648,unknown
1.8061,Left Controller,Right Controller,0.8500,0.1500,0.1172,-0.4818,0.0000,0.8763,5.593,unknown
1.8144,Left Controller,Right Controller,0.8557,0.1500,0.1070,-0.4818,0.0000,0.8763,5.582,unknown
1.8254,Left Controller,Right Controller,0.8594,0.1500,0.1001,-0.4818,0.0000,0.8763,5.587,unknown
1.8348,Left Controller,Right Controller,0.8648,0.1500,0.0904,-0.4818,0.0000,0.8763,5.596,unknown
1.8459,Left Controller,Right Controller,0.8688,0.1500,0.0830,-0.4818,0.0000,0.8763,5.606,unknown
1.8557,Left Controller,Right Controller,0.8733,0.1500,0.0748,-0.4818,0.0000,0.8763,5.616,unknown
1.8671,Left Controller,Right Controller,0.8918,0.1500,0.0731,-0.4879,0.0000,0.8729,3.622,unknown
1.8790,Left Controller,Right Controller,0.9070,0.1500,0.0742,-0.4970,0.0000,0.8678,2.330,unknown
1.8853,Left Controller,Right Controller,0.9219,0.1500,0.0720,-0.5000,0.0000,0.8660,4.112,unknown
1.8955,Left Controller,Right Controller,0.9320,0.1500,0.0711,-0.5030,0.0000,0.8643,4.426,unknown
1.9035,Left Controller,Right Controller,0.9495,0.1500,0.0718,-0.5120,0.0000,0.8590,2.578,unknown
1.9158,Left Controller,Right Controller,0.9565,0.1500,0.0700,-0.5120,0.0000,0.8590,5.179,unknown
1.9273,Left Controller,Right Controller,0.9787,0.1500,0.0735,-0.5270,0.0000,0.8499,0.882,unknown
1.9384,Left Controller,Right Controller,0.9987,0.1500,0.0795,-0.5446,0.0000,0.8387,0.000,unknown
1.9463,Left Controller,Right Controller,1.0184,0.1500,0.0860,-0.5621,0.0000,0.8271,0.000,unknown
1.9579,Left Controller,Right Controller,1.0284,0.1500,0.0912,-0.5736,0.0000,0.8192,0.000,unknown
1.9638,Left Controller,Right Controller,1.0543,0.1500,0.1079,-0.6074,0.0000,0.7944,0.000,unknown
1.9766,Left Controller,Right Controller,1.0637,0.1500,0.1136,-0.6184,0.0000,0.7859,0.000,unknown
1.9867,Left Controller,Right Controller,1.0825,0.1500,0.1360,-0.6481,0.0000,0.7615,0.000,unknown
1.9969,Left Controller,Right Controller,1.0920,0.1500,0.1497,-0.6587,0.0000,0.7524,0.000,unknown
2.0071,Left Controller,Right Controller,1.1017,0.1500,0.1653,-0.6717,0.0000,0.7408,0.000,unknown
2.0142,Left Controller,Right Controller,1.1059,0.1500,0.1734,-0.6794,0.0000,0.7337,0.000,unknown
2.0238,Left Controller,Right Controller,1.1145,0.1500,0.1871,-0.6896,0.0000,0.7242,0.000,unknown
2.0383,Left Controller,Right Controller,1.1240,0.1500,0.1976,-0.6921,0.0000,0.7218,0.000,unknown
2.0440,Left Controller,Right Controller,1.1325,0.1500,0.2058,-0.6921,0.0000,0.7218,0.000,unknown
2.0549,Left Controller,Right Controller,1.1374,0.1500,0.2105,-0.6921,0.0000,0.7218,0.000,unknown
2.0658,Left Controller,Right Controller,1.1470,0.1500,0.2197,-0.6921,0.0000,0.7218,0.000,unknown
2.0729,Left Controller,Right Controller,1.1549,0.1500,0.2273,-0.6921,0.0000,0.7218,0.000,unknown
2.0874,Left Controller,Right Controller,1.1600,0.1500,0.2322,-0.6921,0.0000,0.7218,0.000,unknown
2.0931,Left Controller,Right Controller,1.1690,0.1500,0.2408,-0.6921,0.0000,0.7218,0.000,unknown
2.1037,Left Controller,Right Controller,1.1728,0.1500,0.2445,-0.6921,0.0000,0.7218,1.680,unknown
2.1172,Left Controller,Right Controller,1.1823,0.1500,0.2550,-0.6947,0.0000,0.7193,1.936,unknown
2.1254,Left Controller,Right Controller,1.1907,0.1500,0.2646,-0.6972,0.0000,0.7169,1.926,unknown
2.1348,Left Controller,Right Controller,1.1981,0.1500,0.2718,-0.6972,0.0000,0.7169,2.604,unknown
2.1450,Left Controller,Right Controller,1.2045,0.1500,0.2794,-0.6997,0.0000,0.7145,2.219,unknown
2.1530,Left Controller,Right Controller,1.2121,0.1500,0.2869,-0.6997,0.0000,0.7145,2.869,unknown
2.1643,Left Controller,Right Controller,1.2185,0.1500,0.2947,-0.7022,0.0000,0.7120,2.502,unknown
2.1741,Left Controller,Right Controller,1.2261,0.1500,0.3036,-0.7046,0.0000,0.7096,2.345,unknown
2.1832,Left Controller,Right Controller,1.2337,0.1500,0.3127,-0.7071,0.0000,0.7071,2.306,unknown
2.1961,Left Controller,Right Controller,1.2400,0.1500,0.3189,-0.7071,0.0000,0.7071,2.959,unknown
2.2056,Left Controller,Right Controller,1.2478,0.1500,0.3268,-0.7071,0.0000,0.7071,3.297,unknown
2.2145,Left Controller,Right Controller,1.2557,0.1500,0.3346,-0.7071,0.0000,0.7071,3.552,unknown
2.2236,Left Controller,Right Controller,1.2624,0.1500,0.3414,-0.7071,0.0000,0.7071,3.750,unknown
2.2332,Left Controller,Right Controller,1.2682,0.1500,0.3472,-0.7071,0.0000,0.7071,3.902,unknown
2.2481,Left Controller,Right Controller,1.2750,0.1500,0.3540,-0.7071,0.0000,0.7071,4.021,unknown
2.2544,Left Controller,Right Controller,1.2847,0.1500,0.3637,-0.7071,0.0000,0.7071,4.113,unknown
2.2668,Left Controller,Right Controller,1.2887,0.1500,0.3677,-0.7071,0.0000,0.7071,4.185,unknown
2.2761,Left Controller,Right Controller,1.2990,0.1500,0.3780,-0.7071,0.0000,0.7071,4.240,unknown
2.2830,Left Controller,Right Controller,1.3057,0.1500,0.3847,-0.7071,0.0000,0.7071,4.283,unknown
2.2951,Left Controller,Right Controller,1.3085,0.1500,0.3875,-0.7071,0.0000,0.7071,4.316,unknown
2.3047,Left Controller,Right Controller,1.3184,0.1500,0.3974,-0.7071,0.0000,0.7071,4.342,unknown
