timestamp_s,controller_id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
0.0000,Left Controller,0.0000,0.2000,0.3000,0.0000,0.0000,0.0000,1.0000
0.0028,Left Controller,-0.0293,0.3000,0.3903,0.0538,-0.0339,0.0199,0.9978
0.0878,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.0885,Left Controller,-0.1275,0.2500,0.6294,0.0189,-0.0200,0.0154,0.9995
0.0890,Left Controller,-0.1570,0.3500,0.6538,0.0285,-0.0428,0.0341,0.9981
0.0896,Left Controller,-0.2074,0.4500,0.6744,0.0508,-0.0288,0.0717,0.9957
0.0906,Left Controller,-0.2579,0.4900,0.6969,0.0748,-0.0214,0.1132,0.9905
0.0912,Left Controller,-0.3254,0.4980,0.7185,0.0966,-0.0109,0.1170,0.9884
0.0917,Left Controller,-0.3953,0.5016,0.7386,0.1234,-0.0008,0.1155,0.9856
0.0922,Left Controller,-0.4648,0.5048,0.7592,0.1497,0.0105,0.1149,0.9820
0.0929,Left Controller,-0.5341,0.5070,0.7799,0.1761,0.0223,0.1141,0.9775
0.1076,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1084,Left Controller,-0.1393,0.2500,0.6285,0.0075,-0.0403,0.0274,0.9988
0.1151,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1279,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1392,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1479,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1578,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1642,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1756,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1889,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.1965,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2030,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2153,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2268,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2334,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2451,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2542,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2653,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2776,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2840,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.2957,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3068,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3177,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3250,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3362,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3431,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3568,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3640,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3760,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3866,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.3957,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4044,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4129,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4283,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4342,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4466,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4555,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4658,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4750,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4851,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.4955,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5042,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5137,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5264,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5347,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5443,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5562,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5646,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5732,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5865,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.5954,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6035,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6150,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6232,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6329,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6463,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6571,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6641,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6768,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6933,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.6939,Left Controller,-0.1147,0.2500,0.6327,0.0111,-0.0083,0.0050,0.9999
0.7038,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7172,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7237,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7345,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7469,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7532,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7679,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7759,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7880,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.7939,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8061,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8170,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8282,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8339,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8447,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8566,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8635,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8768,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8839,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.8961,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9042,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9159,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9284,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9359,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9474,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9574,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9640,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9790,Left Controller,-0.1000,0.1500,0.6000,0.0000,0.0000,0.0000,1.0000
0.9864,Left Controller,-0.0979,0.1500,0.6078,0.0000,0.0035,0.0000,1.0000
0.9968,Left Controller,-0.0967,0.1500,0.6209,0.0000,0.0052,0.0000,1.0000
1.0084,Left Controller,-0.0966,0.1500,0.6316,0.0000,0.0052,0.0000,1.0000
1.0149,Left Controller,-0.0966,0.1500,0.6374,0.0000,0.0052,0.0000,1.0000
1.0264,Left Controller,-0.0964,0.1500,0.6502,0.0000,0.0052,0.0000,1.0000
1.0386,Left Controller,-0.0963,0.1500,0.6617,0.0000,0.0052,0.0000,1.0000
1.0437,Left Controller,-0.0963,0.1500,0.6677,0.0000,0.0052,0.0000,1.0000
1.0539,Left Controller,-0.0961,0.1500,0.6779,0.0000,0.0052,0.0000,1.0000
1.0671,Left Controller,-0.0960,0.1500,0.6902,0.0000,0.0052,0.0000,1.0000
1.0788,Left Controller,-0.0959,0.1500,0.7015,0.0000,0.0052,0.0000,1.0000
1.0849,Left Controller,-0.0969,0.1500,0.7076,0.0000,0.0035,0.0000,1.0000
1.0961,Left Controller,-0.0968,0.1500,0.7197,0.0000,0.0035,0.0000,1.0000
1.1066,Left Controller,-0.0978,0.1500,0.7295,0.0000,0.0017,0.0000,1.0000
1.1141,Left Controller,-0.0988,0.1500,0.7347,0.0000,0.0000,0.0000,1.0000
1.1253,Left Controller,-0.0999,0.1500,0.7482,0.0000,-0.0017,0.0000,1.0000
1.1361,Left Controller,-0.1031,0.1500,0.7584,0.0000,-0.0070,0.0000,1.0000
1.1488,Left Controller,-0.1053,0.1500,0.7681,0.0000,-0.0105,0.0000,0.9999
1.1551,Left Controller,-0.1085,0.1500,0.7736,0.0000,-0.0157,0.0000,0.9999
1.1633,Left Controller,-0.1118,0.1500,0.7786,0.0000,-0.0209,0.0000,0.9998
1.1763,Left Controller,-0.1208,0.1500,0.7903,0.0000,-0.0349,0.0000,0.9994
1.1835,Left Controller,-0.1243,0.1500,0.7952,0.0000,-0.0401,0.0000,0.9992
1.1974,Left Controller,-0.1295,0.1500,0.8071,0.0000,-0.0471,0.0000,0.9989
1.2049,Left Controller,-0.1322,0.1500,0.8137,0.0000,-0.0506,0.0000,0.9987
1.2171,Left Controller,-0.1347,0.1500,0.8278,0.0000,-0.0523,0.0000,0.9986
1.2312,Left Controller,-0.1358,0.1500,0.8380,0.0000,-0.0523,0.0000,0.9986
1.2392,Left Controller,-0.1358,0.1500,0.8380,0.0000,-0.0523,0.0000,0.9986
1.2455,Left Controller,-0.1358,0.1500,0.8380,0.0000,-0.0523,0.0000,0.9986
1.2548,Left Controller,-0.1348,0.1500,0.8384,0.0000,-0.0506,0.0000,0.9987
1.2643,Left Controller,-0.1338,0.1500,0.8389,0.0000,-0.0488,0.0000,0.9988
1.2778,Left Controller,-0.1328,0.1500,0.8393,0.0000,-0.0471,0.0000,0.9989
1.2836,Left Controller,-0.1328,0.1500,0.8393,0.0000,-0.0471,0.0000,0.9989
1.2945,Left Controller,-0.1328,0.1500,0.8393,0.0000,-0.0471,0.0000,0.9989
1.3037,Left Controller,-0.1222,0.1500,0.8403,0.0000,-0.0471,0.0000,0.9989
1.3138,Left Controller,-0.1139,0.1500,0.8411,0.0000,-0.0471,0.0000,0.9989
1.3230,Left Controller,-0.1037,0.1500,0.8421,0.0000,-0.0471,0.0000,0.9989
1.3378,Left Controller,-0.0899,0.1500,0.8434,0.0000,-0.0471,0.0000,0.9989
1.3436,Left Controller,-0.0845,0.1500,0.8439,0.0000,-0.0471,0.0000,0.9989
1.3543,Left Controller,-0.0740,0.1500,0.8446,0.0000,-0.0488,0.0000,0.9988
1.3647,Left Controller,-0.0634,0.1500,0.8456,0.0000,-0.0488,0.0000,0.9988
1.3738,Left Controller,-0.0515,0.1500,0.8475,0.0000,-0.0454,0.0000,0.9990
1.3842,Left Controller,-0.0316,0.1500,0.8525,0.0000,-0.0279,0.0000,0.9996
1.3951,Left Controller,-0.0029,0.1500,0.8597,0.0000,0.0035,0.0000,1.0000
1.4083,Left Controller,0.0278,0.1500,0.8650,0.0000,0.0349,0.0000,0.9994
1.4150,Left Controller,0.0464,0.1500,0.8673,0.0000,0.0541,0.0000,0.9985
1.4268,Left Controller,0.0854,0.1500,0.8702,0.0000,0.0958,0.0000,0.9954
1.4347,Left Controller,0.1029,0.1500,0.8705,0.0000,0.1149,0.0000,0.9934
1.4476,Left Controller,0.1400,0.1500,0.8685,0.0000,0.1530,0.0000,0.9882
1.4539,Left Controller,0.1594,0.1500,0.8661,0.0000,0.1719,0.0000,0.9851
1.4667,Left Controller,0.1839,0.1500,0.8610,0.0000,0.1908,0.0000,0.9816
1.4731,Left Controller,0.1915,0.1500,0.8587,0.0000,0.1942,0.0000,0.9810
1.4837,Left Controller,0.2037,0.1500,0.8540,0.0000,0.1959,0.0000,0.9806
1.4977,Left Controller,0.2166,0.1500,0.8486,0.0000,0.1959,0.0000,0.9806
1.5033,Left Controller,0.2212,0.1500,0.8467,0.0000,0.1959,0.0000,0.9806
1.5178,Left Controller,0.2392,0.1500,0.8407,0.0000,0.2028,0.0000,0.9792
1.5234,Left Controller,0.2476,0.1500,0.8381,0.0000,0.2079,0.0000,0.9781
1.5332,Left Controller,0.2687,0.1500,0.8323,0.0000,0.2250,0.0000,0.9744
1.5453,Left Controller,0.2905,0.1500,0.8259,0.0000,0.2453,0.0000,0.9694
1.5550,Left Controller,0.3206,0.1500,0.8158,0.0000,0.2756,0.0000,0.9613
1.5649,Left Controller,0.3414,0.1500,0.8074,0.0000,0.2957,0.0000,0.9553
1.5746,Left Controller,0.3634,0.1500,0.7973,0.0000,0.3173,0.0000,0.9483
1.5841,Left Controller,0.3799,0.1500,0.7885,0.0000,0.3322,0.0000,0.9432
1.5957,Left Controller,0.3970,0.1500,0.7785,0.0000,0.3469,0.0000,0.9379
1.6075,Left Controller,0.4157,0.1500,0.7663,0.0000,0.3616,0.0000,0.9323
1.6135,Left Controller,0.4235,0.1500,0.7610,0.0000,0.3681,0.0000,0.9298
1.6239,Left Controller,0.4407,0.1500,0.7488,0.0000,0.3827,0.0000,0.9239
1.6340,Left Controller,0.4639,0.1500,0.7326,0.0000,0.4083,0.0000,0.9128
1.6471,Left Controller,0.4861,0.1500,0.7152,0.0000,0.4337,0.0000,0.9011
1.6535,Left Controller,0.4955,0.1500,0.7067,0.0000,0.4431,0.0000,0.8965
1.6636,Left Controller,0.5125,0.1500,0.6903,0.0000,0.4602,0.0000,0.8878
1.6741,Left Controller,0.5230,0.1500,0.6782,0.0000,0.4679,0.0000,0.8838
1.6856,Left Controller,0.5312,0.1500,0.6673,0.0000,0.4710,0.0000,0.8821
1.6958,Left Controller,0.5365,0.1500,0.6594,0.0000,0.4710,0.0000,0.8821
1.7043,Left Controller,0.5431,0.1500,0.6501,0.0000,0.4726,0.0000,0.8813
1.7140,Left Controller,0.5479,0.1500,0.6429,0.0000,0.4726,0.0000,0.8813
1.7236,Left Controller,0.5578,0.1500,0.6310,0.0000,0.4802,0.0000,0.8771
1.7345,Left Controller,0.5695,0.1500,0.6170,0.0000,0.4909,0.0000,0.8712
1.7448,Left Controller,0.5785,0.1500,0.6053,0.0000,0.4985,0.0000,0.8669
1.7547,Left Controller,0.5879,0.1500,0.5925,0.0000,0.5060,0.0000,0.8625
1.7651,Left Controller,0.5939,0.1500,0.5832,0.0000,0.5090,0.0000,0.8607
1.7745,Left Controller,0.5990,0.1500,0.5738,0.0000,0.5090,0.0000,0.8607
1.7830,Left Controller,0.6034,0.1500,0.5657,0.0000,0.5090,0.0000,0.8607
1.7947,Left Controller,0.6092,0.1500,0.5553,0.0000,0.5090,0.0000,0.8607
1.8060,Left Controller,0.6148,0.1500,0.5451,0.0000,0.5090,0.0000,0.8607
1.8143,Left Controller,0.6186,0.1500,0.5382,0.0000,0.5090,0.0000,0.8607
1.8254,Left Controller,0.6239,0.1500,0.5286,0.0000,0.5090,0.0000,0.8607
1.8348,Left Controller,0.6280,0.1500,0.5211,0.0000,0.5090,0.0000,0.8607
1.8459,Left Controller,0.6325,0.1500,0.5130,0.0000,0.5090,0.0000,0.8607
1.8556,Left Controller,0.6479,0.1500,0.5095,0.0000,0.5060,0.0000,0.8625
1.8671,Left Controller,0.6586,0.1500,0.5081,0.0000,0.5015,0.0000,0.8652
1.8789,Left Controller,0.6719,0.1500,0.5050,0.0000,0.5000,0.0000,0.8660
1.8853,Left Controller,0.6804,0.1500,0.5032,0.0000,0.4985,0.0000,0.8669
1.8954,Left Controller,0.6935,0.1500,0.5013,0.0000,0.4939,0.0000,0.8695
1.9034,Left Controller,0.7004,0.1500,0.4995,0.0000,0.4939,0.0000,0.8695
1.9157,Left Controller,0.7152,0.1500,0.4984,0.0000,0.4863,0.0000,0.8738
1.9272,Left Controller,0.7264,0.1500,0.4988,0.0000,0.4772,0.0000,0.8788
1.9383,Left Controller,0.7374,0.1500,0.4996,0.0000,0.4679,0.0000,0.8838
1.9463,Left Controller,0.7416,0.1500,0.5007,0.0000,0.4617,0.0000,0.8870
1.9579,Left Controller,0.7506,0.1500,0.5051,0.0000,0.4431,0.0000,0.8965
1.9638,Left Controller,0.7545,0.1500,0.5065,0.0000,0.4368,0.0000,0.8996
1.9765,Left Controller,0.7584,0.1500,0.5168,0.0000,0.4195,0.0000,0.9078
1.9866,Left Controller,0.7626,0.1500,0.5259,0.0000,0.4131,0.0000,0.9107
1.9968,Left Controller,0.7658,0.1500,0.5357,0.0000,0.4051,0.0000,0.9143
2.0071,Left Controller,0.7662,0.1500,0.5403,0.0000,0.4003,0.0000,0.9164
2.0141,Left Controller,0.7697,0.1500,0.5492,0.0000,0.3939,0.0000,0.9191
2.0237,Left Controller,0.7779,0.1500,0.5585,0.0000,0.3923,0.0000,0.9198
2.0382,Left Controller,0.7865,0.1500,0.5667,0.0000,0.3923,0.0000,0.9198
2.0439,Left Controller,0.7913,0.1500,0.5714,0.0000,0.3923,0.0000,0.9198
2.0548,Left Controller,0.8009,0.1500,0.5806,0.0000,0.3923,0.0000,0.9198
2.0657,Left Controller,0.8088,0.1500,0.5882,0.0000,0.3923,0.0000,0.9198
2.0728,Left Controller,0.8140,0.1500,0.5931,0.0000,0.3923,0.0000,0.9198
2.0874,Left Controller,0.8229,0.1500,0.6017,0.0000,0.3923,0.0000,0.9198
2.0931,Left Controller,0.8267,0.1500,0.6053,0.0000,0.3923,0.0000,0.9198
2.1036,Left Controller,0.8349,0.1500,0.6147,0.0000,0.3907,0.0000,0.9205
2.1171,Left Controller,0.8421,0.1500,0.6230,0.0000,0.3891,0.0000,0.9212
2.1253,Left Controller,0.8496,0.1500,0.6303,0.0000,0.3891,0.0000,0.9212
2.1347,Left Controller,0.8546,0.1500,0.6367,0.0000,0.3875,0.0000,0.9219
2.1449,Left Controller,0.8623,0.1500,0.6442,0.0000,0.3875,0.0000,0.9219
2.1529,Left Controller,0.8675,0.1500,0.6507,0.0000,0.3859,0.0000,0.9225
2.1642,Left Controller,0.8738,0.1500,0.6584,0.0000,0.3843,0.0000,0.9232
2.1740,Left Controller,0.8802,0.1500,0.6663,0.0000,0.3827,0.0000,0.9239
2.1831,Left Controller,0.8864,0.1500,0.6725,0.0000,0.3827,0.0000,0.9239
2.1960,Left Controller,0.8943,0.1500,0.6804,0.0000,0.3827,0.0000,0.9239
2.2056,Left Controller,0.9021,0.1500,0.6882,0.0000,0.3827,0.0000,0.9239
2.2144,Left Controller,0.9088,0.1500,0.6949,0.0000,0.3827,0.0000,0.9239
2.2235,Left Controller,0.9146,0.1500,0.7007,0.0000,0.3827,0.0000,0.9239
2.2331,Left Controller,0.9215,0.1500,0.7076,0.0000,0.3827,0.0000,0.9239
2.2480,Left Controller,0.9312,0.1500,0.7173,0.0000,0.3827,0.0000,0.9239
2.2543,Left Controller,0.9351,0.1500,0.7212,0.0000,0.3827,0.0000,0.9239
2.2667,Left Controller,0.9455,0.1500,0.7316,0.0000,0.3827,0.0000,0.9239
2.2760,Left Controller,0.9521,0.1500,0.7382,0.0000,0.3827,0.0000,0.9239
2.2830,Left Controller,0.9550,0.1500,0.7411,0.0000,0.3827,0.0000,0.9239
2.2950,Left Controller,0.9649,0.1500,0.7510,0.0000,0.3827,0.0000,0.9239
2.3046,Left Controller,0.9725,0.1500,0.7586,0.0000,0.3827,0.0000,0.9239
2.3178,Left Controller,0.9780,0.1500,0.7671,0.0000,0.3795,0.0000,0.9252
2.3275,Left Controller,0.9819,0.1500,0.7771,0.0000,0.3730,0.0000,0.9278
2.3388,Left Controller,0.9847,0.1500,0.7861,0.0000,0.3665,0.0000,0.9304
2.3470,Left Controller,0.9849,0.1500,0.7924,0.0000,0.3600,0.0000,0.9330
2.3586,Left Controller,0.9779,0.1500,0.8095,0.0000,0.3338,0.0000,0.9426
2.3645,Left Controller,0.9712,0.1500,0.8178,0.0000,0.3173,0.0000,0.9483
2.3757,Left Controller,0.9570,0.1500,0.8337,0.0000,0.2840,0.0000,0.9588
2.3841,Left Controller,0.9523,0.1500,0.8399,0.0000,0.2723,0.0000,0.9622
2.3969,Left Controller,0.9371,0.1500,0.8572,0.0000,0.2368,0.0000,0.9715
2.4030,Left Controller,0.9335,0.1500,0.8638,0.0000,0.2267,0.0000,0.9740
2.4153,Left Controller,0.9343,0.1500,0.8750,0.0000,0.2198,0.0000,0.9755
2.4274,Left Controller,0.9398,0.1500,0.8865,0.0000,0.2198,0.0000,0.9755
2.4361,Left Controller,0.9445,0.1500,0.8964,0.0000,0.2198,0.0000,0.9755
2.4451,Left Controller,0.9482,0.1500,0.9043,0.0000,0.2198,0.0000,0.9755
2.4558,Left Controller,0.9530,0.1500,0.9143,0.0000,0.2198,0.0000,0.9755
2.4639,Left Controller,0.9566,0.1500,0.9219,0.0000,0.2198,0.0000,0.9755
2.4767,Left Controller,0.9615,0.1500,0.9324,0.0000,0.2198,0.0000,0.9755
2.4846,Left Controller,0.9634,0.1500,0.9362,0.0000,0.2198,0.0000,0.9755
2.4938,Left Controller,0.9690,0.1500,0.9481,0.0000,0.2198,0.0000,0.9755
2.5040,Left Controller,0.9729,0.1500,0.9562,0.0000,0.2198,0.0000,0.9755
2.5152,Left Controller,0.9784,0.1500,0.9679,0.0000,0.2198,0.0000,0.9755
2.5236,Left Controller,0.9819,0.1500,0.9753,0.0000,0.2198,0.0000,0.9755
2.5330,Left Controller,0.9855,0.1500,0.9829,0.0000,0.2198,0.0000,0.9755
2.5435,Left Controller,0.9900,0.1500,0.9924,0.0000,0.2198,0.0000,0.9755
2.5533,Left Controller,0.9944,0.1500,1.0016,0.0000,0.2198,0.0000,0.9755
2.5642,Left Controller,0.9995,0.1500,1.0123,0.0000,0.2198,0.0000,0.9755
2.5763,Left Controller,1.0042,0.1500,1.0223,0.0000,0.2198,0.0000,0.9755
2.5853,Left Controller,1.0087,0.1500,1.0316,0.0000,0.2198,0.0000,0.9755
2.5965,Left Controller,1.0130,0.1500,1.0408,0.0000,0.2198,0.0000,0.9755
2.6051,Left Controller,1.0168,0.1500,1.0487,0.0000,0.2198,0.0000,0.9755
2.6165,Left Controller,1.0210,0.1500,1.0576,0.0000,0.2198,0.0000,0.9755
2.6240,Left Controller,1.0262,0.1500,1.0661,0.0000,0.2215,0.0000,0.9751
2.6338,Left Controller,1.0327,0.1500,1.0747,0.0000,0.2250,0.0000,0.9744
2.6455,Left Controller,1.0389,0.1500,1.0850,0.0000,0.2267,0.0000,0.9740
2.6570,Left Controller,1.0436,0.1500,1.0922,0.0000,0.2284,0.0000,0.9736
2.6661,Left Controller,1.0511,0.1500,1.1026,0.0000,0.2317,0.0000,0.9728
2.6738,Left Controller,1.0529,0.1500,1.1061,0.0000,0.2317,0.0000,0.9728
2.6871,Left Controller,1.0636,0.1500,1.1201,0.0000,0.2368,0.0000,0.9715
2.6969,Left Controller,1.0716,0.1500,1.1287,0.0000,0.2419,0.0000,0.9703
2.7043,Left Controller,1.0747,0.1500,1.1323,0.0000,0.2436,0.0000,0.9699
2.7153,Left Controller,1.0865,0.1500,1.1430,0.0000,0.2521,0.0000,0.9677
2.7256,Left Controller,1.0900,0.1500,1.1472,0.0000,0.2538,0.0000,0.9673
2.7370,Left Controller,1.1014,0.1500,1.1609,0.0000,0.2588,0.0000,0.9659
2.7458,Left Controller,1.1087,0.1500,1.1692,0.0000,0.2622,0.0000,0.9650
2.7590,Left Controller,1.1171,0.1500,1.1773,0.0000,0.2672,0.0000,0.9636
2.7673,Left Controller,1.1238,0.1500,1.1824,0.0000,0.2723,0.0000,0.9622
2.7746,Left Controller,1.1324,0.1500,1.1884,0.0000,0.2790,0.0000,0.9603
2.7876,Left Controller,1.1463,0.1500,1.1983,0.0000,0.2890,0.0000,0.9573
2.7944,Left Controller,1.1542,0.1500,1.2027,0.0000,0.2957,0.0000,0.9553
2.8079,Left Controller,1.1713,0.1500,1.2125,0.0000,0.3090,0.0000,0.9511
2.8146,Left Controller,1.1774,0.1500,1.2156,0.0000,0.3140,0.0000,0.9494
2.8262,Left Controller,1.1910,0.1500,1.2233,0.0000,0.3239,0.0000,0.9461
2.8339,Left Controller,1.2000,0.1500,1.2263,0.0000,0.3322,0.0000,0.9432
2.8485,Left Controller,1.2177,0.1500,1.2347,0.0000,0.3453,0.0000,0.9385
2.8538,Left Controller,1.2275,0.1500,1.2382,0.0000,0.3535,0.0000,0.9354
2.8682,Left Controller,1.2418,0.1500,1.2463,0.0000,0.3616,0.0000,0.9323
2.8741,Left Controller,1.2468,0.1500,1.2502,0.0000,0.3633,0.0000,0.9317
2.8856,Left Controller,1.2558,0.1500,1.2600,0.0000,0.3633,0.0000,0.9317
2.8984,Left Controller,1.2630,0.1500,1.2679,0.0000,0.3633,0.0000,0.9317
2.9031,Left Controller,1.2672,0.1500,1.2724,0.0000,0.3633,0.0000,0.9317
2.9172,Left Controller,1.2761,0.1500,1.2820,0.0000,0.3633,0.0000,0.9317
2.9251,Left Controller,1.2830,0.1500,1.2895,0.0000,0.3633,0.0000,0.9317
2.9329,Left Controller,1.2882,0.1500,1.2953,0.0000,0.3633,0.0000,0.9317
2.9484,Left Controller,1.2971,0.1500,1.3049,0.0000,0.3633,0.0000,0.9317
2.9532,Left Controller,1.3011,0.1500,1.3092,0.0000,0.3633,0.0000,0.9317
2.9639,Left Controller,1.3095,0.1500,1.3184,0.0000,0.3633,0.0000,0.9317
